accuracy,loss,val_accuracy,val_loss,epoch
0.14707185328006744,2.211749315261841,0.22740964591503143,1.94472336769104,1
0.49619030952453613,1.7892659902572632,0.5722891688346863,1.4051214456558228,2
0.6244794726371765,1.5463091135025024,0.6046686768531799,1.2859923839569092,3
0.6668733954429626,1.4072266817092896,0.6350401639938354,1.1267144680023193,4
0.6860990524291992,1.32380211353302,0.6962851285934448,0.9653846025466919,5
0.6987684965133667,1.2628905773162842,0.7454819083213806,0.8394759297370911,6
0.7092673182487488,1.2124587297439575,0.7786144614219666,0.7397745251655579,7
0.7156463265419006,1.1714471578598022,0.8082329034805298,0.6628216505050659,8
0.7195445895195007,1.137906551361084,0.8212851285934448,0.6077120304107666,9
0.7239301800727844,1.1100025177001953,0.8343373537063599,0.5660391449928284,10
0.7257021069526672,1.0871294736862183,0.843624472618103,0.5376050472259521,11
0.7280499935150146,1.067394495010376,0.8531626462936401,0.5125229358673096,12
0.729556143283844,1.0502525568008423,0.8561747074127197,0.4952971637248993,13
0.7308850884437561,1.0352718830108643,0.8629518151283264,0.47889381647109985,14
0.732789933681488,1.021338701248169,0.8634538054466248,0.46599334478378296,15
0.7346504926681519,1.0088173151016235,0.8672188520431519,0.4526473879814148,16
0.7350049018859863,0.9971809983253479,0.8682228922843933,0.4442088305950165,17
0.7363338470458984,0.9863043427467346,0.8684738874435425,0.4359503984451294,18
0.7377957105636597,0.9763166308403015,0.8674699068069458,0.43122100830078125,19
0.7387702465057373,0.9670695662498474,0.867720901966095,0.42704012989997864,20
0.7408080101013184,0.9583675861358643,0.8672188520431519,0.42560046911239624,21
0.7417382597923279,0.9500303864479065,0.8669678568840027,0.42482790350914,22
0.7430229187011719,0.9421055316925049,0.867720901966095,0.42228564620018005,23
0.7448834776878357,0.9343637228012085,0.8667168617248535,0.4233168959617615,24
0.7455479502677917,0.9270760416984558,0.8644578456878662,0.42447811365127563,25
0.745104968547821,0.9204445481300354,0.861947774887085,0.4256387948989868,26
0.746478259563446,0.914145290851593,0.860190749168396,0.4266555905342102,27
0.7474085092544556,0.9083521366119385,0.858433723449707,0.42795971035957336,28
0.7485603094100952,0.9026927947998047,0.8574297428131104,0.42592233419418335,29
0.7501107454299927,0.8971903920173645,0.8551706671714783,0.4258866608142853,30
0.7513511180877686,0.8920173645019531,0.8554216623306274,0.4240660071372986,31
0.752901554107666,0.886803388595581,0.8561747074127197,0.4231606125831604,32
0.7541419267654419,0.8816390037536621,0.8544176816940308,0.42152366042137146,33
0.7544077038764954,0.8768934011459351,0.8536646366119385,0.42111095786094666,34
0.7549836039543152,0.8723304867744446,0.8536646366119385,0.4189257025718689,35
0.7559581995010376,0.8679362535476685,0.8516566157341003,0.418024480342865,36
0.7557367086410522,0.863832414150238,0.8509036302566528,0.4192892909049988,37
0.7569770812988281,0.8597583770751953,0.8519076108932495,0.4177171289920807,38
0.7575972080230713,0.8558582067489624,0.8519076108932495,0.4180348813533783,39
0.7578187584877014,0.852127194404602,0.852911651134491,0.41918209195137024,40
0.7585275173187256,0.8484082818031311,0.8519076108932495,0.4191319942474365,41
0.7595463991165161,0.8450257778167725,0.8509036302566528,0.41974809765815735,42
0.7609196305274963,0.8418360948562622,0.8496485948562622,0.4190368354320526,43
0.761982798576355,0.838797390460968,0.8491466045379639,0.42050591111183167,44
0.7623372077941895,0.8358120322227478,0.8488956093788147,0.42138031125068665,45
0.7634889483451843,0.8329048752784729,0.8473895788192749,0.4229942858219147,46
0.7647293210029602,0.8301563262939453,0.8483935594558716,0.42277729511260986,47
0.7650394439697266,0.8273550271987915,0.849397599697113,0.42441678047180176,48
0.7655267119407654,0.8247342705726624,0.8481425642967224,0.42557835578918457,49
0.7652166485786438,0.8222697973251343,0.8463855385780334,0.4269925355911255,50
0.7656596302986145,0.8197755217552185,0.8463855385780334,0.4276426136493683,51
0.765836775302887,0.8175115585327148,0.8456325531005859,0.42859870195388794,52
0.7662798166275024,0.8152933120727539,0.8448795080184937,0.4292213022708893,53
