"filename","path","session","protocol","label","split","repeat","start_sec","end_sec","duration_sec","sample_rate","sample_format","adc_center","pcm_gain","pcm16_gain"
"noise_002.wav","noise\noise_002.wav","i2s_full_quick","full","noise","train","0","0.000","5.000","5.000","16000","pcm16","0","1","1"
"nasal_inhale_001.wav","nasal_inhale\nasal_inhale_001.wav","i2s_full_quick","full","nasal_inhale","train","1","5.500","8.500","3.000","16000","pcm16","0","1","1"
"noise_003.wav","noise\noise_003.wav","i2s_full_quick","full","noise","train","1","9.000","11.000","2.000","16000","pcm16","0","1","1"
"nasal_exhale_001.wav","nasal_exhale\nasal_exhale_001.wav","i2s_full_quick","full","nasal_exhale","train","1","11.500","14.500","3.000","16000","pcm16","0","1","1"
"noise_004.wav","noise\noise_004.wav","i2s_full_quick","full","noise","train","1","15.000","17.000","2.000","16000","pcm16","0","1","1"
"mouth_inhale_001.wav","mouth_inhale\mouth_inhale_001.wav","i2s_full_quick","full","mouth_inhale","train","1","17.500","20.500","3.000","16000","pcm16","0","1","1"
"noise_005.wav","noise\noise_005.wav","i2s_full_quick","full","noise","test","1","21.000","23.000","2.000","16000","pcm16","0","1","1"
"mouth_exhale_001.wav","mouth_exhale\mouth_exhale_001.wav","i2s_full_quick","full","mouth_exhale","train","1","23.500","26.500","3.000","16000","pcm16","0","1","1"
"noise_006.wav","noise\noise_006.wav","i2s_full_quick","full","noise","train","1","27.000","29.000","2.000","16000","pcm16","0","1","1"
"nasal_inhale_002.wav","nasal_inhale\nasal_inhale_002.wav","i2s_full_quick","full","nasal_inhale","train","2","29.500","32.500","3.000","16000","pcm16","0","1","1"
"noise_007.wav","noise\noise_007.wav","i2s_full_quick","full","noise","train","2","33.000","35.000","2.000","16000","pcm16","0","1","1"
"nasal_exhale_002.wav","nasal_exhale\nasal_exhale_002.wav","i2s_full_quick","full","nasal_exhale","train","2","35.500","38.500","3.000","16000","pcm16","0","1","1"
"noise_008.wav","noise\noise_008.wav","i2s_full_quick","full","noise","train","2","39.000","41.000","2.000","16000","pcm16","0","1","1"
"mouth_inhale_002.wav","mouth_inhale\mouth_inhale_002.wav","i2s_full_quick","full","mouth_inhale","train","2","41.500","43.072","1.572","16000","pcm16","0","1","1"
nasal_inhale_001.wav,nasal_inhale\nasal_inhale_001.wav,i2s_nasal_session,nasal,nasal_inhale,train,1,0.250,2.250,2.000,16000,pcm16,0,1,1
nasal_exhale_001.wav,nasal_exhale\nasal_exhale_001.wav,i2s_nasal_session,nasal,nasal_exhale,train,1,3.250,5.250,2.000,16000,pcm16,0,1,1
nasal_inhale_002.wav,nasal_inhale\nasal_inhale_002.wav,i2s_nasal_session,nasal,nasal_inhale,train,2,6.250,8.250,2.000,16000,pcm16,0,1,1
nasal_exhale_002.wav,nasal_exhale\nasal_exhale_002.wav,i2s_nasal_session,nasal,nasal_exhale,train,2,9.250,11.250,2.000,16000,pcm16,0,1,1
nasal_inhale_003.wav,nasal_inhale\nasal_inhale_003.wav,i2s_nasal_session,nasal,nasal_inhale,train,3,12.250,14.250,2.000,16000,pcm16,0,1,1
nasal_exhale_003.wav,nasal_exhale\nasal_exhale_003.wav,i2s_nasal_session,nasal,nasal_exhale,train,3,15.250,17.250,2.000,16000,pcm16,0,1,1
nasal_inhale_004.wav,nasal_inhale\nasal_inhale_004.wav,i2s_nasal_session,nasal,nasal_inhale,train,4,18.250,20.250,2.000,16000,pcm16,0,1,1
nasal_exhale_004.wav,nasal_exhale\nasal_exhale_004.wav,i2s_nasal_session,nasal,nasal_exhale,train,4,21.250,23.250,2.000,16000,pcm16,0,1,1
nasal_inhale_005.wav,nasal_inhale\nasal_inhale_005.wav,i2s_nasal_session,nasal,nasal_inhale,test,5,24.250,26.250,2.000,16000,pcm16,0,1,1
nasal_exhale_005.wav,nasal_exhale\nasal_exhale_005.wav,i2s_nasal_session,nasal,nasal_exhale,test,5,27.250,29.250,2.000,16000,pcm16,0,1,1
nasal_inhale_006.wav,nasal_inhale\nasal_inhale_006.wav,i2s_nasal_session,nasal,nasal_inhale,train,6,30.250,32.250,2.000,16000,pcm16,0,1,1
nasal_exhale_006.wav,nasal_exhale\nasal_exhale_006.wav,i2s_nasal_session,nasal,nasal_exhale,train,6,33.250,35.250,2.000,16000,pcm16,0,1,1
nasal_inhale_007.wav,nasal_inhale\nasal_inhale_007.wav,i2s_nasal_session,nasal,nasal_inhale,train,7,36.250,38.250,2.000,16000,pcm16,0,1,1
nasal_exhale_007.wav,nasal_exhale\nasal_exhale_007.wav,i2s_nasal_session,nasal,nasal_exhale,train,7,39.250,41.250,2.000,16000,pcm16,0,1,1
nasal_inhale_008.wav,nasal_inhale\nasal_inhale_008.wav,i2s_nasal_session,nasal,nasal_inhale,train,8,42.250,44.250,2.000,16000,pcm16,0,1,1
nasal_exhale_008.wav,nasal_exhale\nasal_exhale_008.wav,i2s_nasal_session,nasal,nasal_exhale,train,8,45.250,47.250,2.000,16000,pcm16,0,1,1
nasal_inhale_009.wav,nasal_inhale\nasal_inhale_009.wav,i2s_nasal_session,nasal,nasal_inhale,train,9,48.250,50.250,2.000,16000,pcm16,0,1,1
nasal_exhale_009.wav,nasal_exhale\nasal_exhale_009.wav,i2s_nasal_session,nasal,nasal_exhale,train,9,51.250,53.250,2.000,16000,pcm16,0,1,1
nasal_inhale_010.wav,nasal_inhale\nasal_inhale_010.wav,i2s_nasal_session,nasal,nasal_inhale,test,10,54.250,56.250,2.000,16000,pcm16,0,1,1
nasal_exhale_010.wav,nasal_exhale\nasal_exhale_010.wav,i2s_nasal_session,nasal,nasal_exhale,test,10,57.250,59.250,2.000,16000,pcm16,0,1,1
nasal_inhale_011.wav,nasal_inhale\nasal_inhale_011.wav,i2s_nasal_session,nasal,nasal_inhale,train,11,60.250,62.250,2.000,16000,pcm16,0,1,1
nasal_exhale_011.wav,nasal_exhale\nasal_exhale_011.wav,i2s_nasal_session,nasal,nasal_exhale,train,11,63.250,65.250,2.000,16000,pcm16,0,1,1
nasal_inhale_012.wav,nasal_inhale\nasal_inhale_012.wav,i2s_nasal_session,nasal,nasal_inhale,train,12,66.250,68.250,2.000,16000,pcm16,0,1,1
nasal_exhale_012.wav,nasal_exhale\nasal_exhale_012.wav,i2s_nasal_session,nasal,nasal_exhale,train,12,69.250,71.250,2.000,16000,pcm16,0,1,1
nasal_inhale_013.wav,nasal_inhale\nasal_inhale_013.wav,i2s_nasal_session,nasal,nasal_inhale,train,13,72.250,74.250,2.000,16000,pcm16,0,1,1
nasal_exhale_013.wav,nasal_exhale\nasal_exhale_013.wav,i2s_nasal_session,nasal,nasal_exhale,train,13,75.250,77.250,2.000,16000,pcm16,0,1,1
nasal_inhale_014.wav,nasal_inhale\nasal_inhale_014.wav,i2s_nasal_session,nasal,nasal_inhale,train,14,78.250,80.250,2.000,16000,pcm16,0,1,1
nasal_exhale_014.wav,nasal_exhale\nasal_exhale_014.wav,i2s_nasal_session,nasal,nasal_exhale,train,14,81.250,83.250,2.000,16000,pcm16,0,1,1
nasal_inhale_015.wav,nasal_inhale\nasal_inhale_015.wav,i2s_nasal_session,nasal,nasal_inhale,test,15,84.250,86.250,2.000,16000,pcm16,0,1,1
nasal_exhale_015.wav,nasal_exhale\nasal_exhale_015.wav,i2s_nasal_session,nasal,nasal_exhale,test,15,87.250,89.250,2.000,16000,pcm16,0,1,1
nasal_inhale_016.wav,nasal_inhale\nasal_inhale_016.wav,i2s_nasal_session,nasal,nasal_inhale,train,16,90.250,92.250,2.000,16000,pcm16,0,1,1
nasal_exhale_016.wav,nasal_exhale\nasal_exhale_016.wav,i2s_nasal_session,nasal,nasal_exhale,train,16,93.250,95.250,2.000,16000,pcm16,0,1,1
nasal_inhale_017.wav,nasal_inhale\nasal_inhale_017.wav,i2s_nasal_session,nasal,nasal_inhale,train,17,96.250,98.250,2.000,16000,pcm16,0,1,1
nasal_exhale_017.wav,nasal_exhale\nasal_exhale_017.wav,i2s_nasal_session,nasal,nasal_exhale,train,17,99.250,101.250,2.000,16000,pcm16,0,1,1
nasal_inhale_018.wav,nasal_inhale\nasal_inhale_018.wav,i2s_nasal_session,nasal,nasal_inhale,train,18,102.250,104.250,2.000,16000,pcm16,0,1,1
nasal_exhale_018.wav,nasal_exhale\nasal_exhale_018.wav,i2s_nasal_session,nasal,nasal_exhale,train,18,105.250,107.250,2.000,16000,pcm16,0,1,1
nasal_inhale_019.wav,nasal_inhale\nasal_inhale_019.wav,i2s_nasal_session,nasal,nasal_inhale,train,19,108.250,110.250,2.000,16000,pcm16,0,1,1
nasal_exhale_019.wav,nasal_exhale\nasal_exhale_019.wav,i2s_nasal_session,nasal,nasal_exhale,train,19,111.250,113.250,2.000,16000,pcm16,0,1,1
nasal_inhale_020.wav,nasal_inhale\nasal_inhale_020.wav,i2s_nasal_session,nasal,nasal_inhale,test,20,114.250,116.250,2.000,16000,pcm16,0,1,1
nasal_exhale_020.wav,nasal_exhale\nasal_exhale_020.wav,i2s_nasal_session,nasal,nasal_exhale,test,20,117.250,119.250,2.000,16000,pcm16,0,1,1
mouth_inhale_001.wav,mouth_inhale\mouth_inhale_001.wav,i2s_mouth_session,mouth,mouth_inhale,train,1,0.250,2.250,2.000,16000,pcm16,0,1,1
mouth_exhale_001.wav,mouth_exhale\mouth_exhale_001.wav,i2s_mouth_session,mouth,mouth_exhale,train,1,3.250,5.250,2.000,16000,pcm16,0,1,1
mouth_inhale_002.wav,mouth_inhale\mouth_inhale_002.wav,i2s_mouth_session,mouth,mouth_inhale,train,2,6.250,8.250,2.000,16000,pcm16,0,1,1
mouth_exhale_002.wav,mouth_exhale\mouth_exhale_002.wav,i2s_mouth_session,mouth,mouth_exhale,train,2,9.250,11.250,2.000,16000,pcm16,0,1,1
mouth_inhale_003.wav,mouth_inhale\mouth_inhale_003.wav,i2s_mouth_session,mouth,mouth_inhale,train,3,12.250,14.250,2.000,16000,pcm16,0,1,1
mouth_exhale_003.wav,mouth_exhale\mouth_exhale_003.wav,i2s_mouth_session,mouth,mouth_exhale,train,3,15.250,17.250,2.000,16000,pcm16,0,1,1
mouth_inhale_004.wav,mouth_inhale\mouth_inhale_004.wav,i2s_mouth_session,mouth,mouth_inhale,train,4,18.250,20.250,2.000,16000,pcm16,0,1,1
mouth_exhale_004.wav,mouth_exhale\mouth_exhale_004.wav,i2s_mouth_session,mouth,mouth_exhale,train,4,21.250,23.250,2.000,16000,pcm16,0,1,1
mouth_inhale_005.wav,mouth_inhale\mouth_inhale_005.wav,i2s_mouth_session,mouth,mouth_inhale,test,5,24.250,26.250,2.000,16000,pcm16,0,1,1
mouth_exhale_005.wav,mouth_exhale\mouth_exhale_005.wav,i2s_mouth_session,mouth,mouth_exhale,test,5,27.250,29.250,2.000,16000,pcm16,0,1,1
mouth_inhale_006.wav,mouth_inhale\mouth_inhale_006.wav,i2s_mouth_session,mouth,mouth_inhale,train,6,30.250,32.250,2.000,16000,pcm16,0,1,1
mouth_exhale_006.wav,mouth_exhale\mouth_exhale_006.wav,i2s_mouth_session,mouth,mouth_exhale,train,6,33.250,35.250,2.000,16000,pcm16,0,1,1
mouth_inhale_007.wav,mouth_inhale\mouth_inhale_007.wav,i2s_mouth_session,mouth,mouth_inhale,train,7,36.250,38.250,2.000,16000,pcm16,0,1,1
mouth_exhale_007.wav,mouth_exhale\mouth_exhale_007.wav,i2s_mouth_session,mouth,mouth_exhale,train,7,39.250,41.250,2.000,16000,pcm16,0,1,1
mouth_inhale_008.wav,mouth_inhale\mouth_inhale_008.wav,i2s_mouth_session,mouth,mouth_inhale,train,8,42.250,44.250,2.000,16000,pcm16,0,1,1
mouth_exhale_008.wav,mouth_exhale\mouth_exhale_008.wav,i2s_mouth_session,mouth,mouth_exhale,train,8,45.250,47.250,2.000,16000,pcm16,0,1,1
mouth_inhale_009.wav,mouth_inhale\mouth_inhale_009.wav,i2s_mouth_session,mouth,mouth_inhale,train,9,48.250,50.250,2.000,16000,pcm16,0,1,1
mouth_exhale_009.wav,mouth_exhale\mouth_exhale_009.wav,i2s_mouth_session,mouth,mouth_exhale,train,9,51.250,53.250,2.000,16000,pcm16,0,1,1
mouth_inhale_010.wav,mouth_inhale\mouth_inhale_010.wav,i2s_mouth_session,mouth,mouth_inhale,test,10,54.250,56.250,2.000,16000,pcm16,0,1,1
mouth_exhale_010.wav,mouth_exhale\mouth_exhale_010.wav,i2s_mouth_session,mouth,mouth_exhale,test,10,57.250,59.250,2.000,16000,pcm16,0,1,1
mouth_inhale_011.wav,mouth_inhale\mouth_inhale_011.wav,i2s_mouth_session,mouth,mouth_inhale,train,11,60.250,62.250,2.000,16000,pcm16,0,1,1
mouth_exhale_011.wav,mouth_exhale\mouth_exhale_011.wav,i2s_mouth_session,mouth,mouth_exhale,train,11,63.250,65.250,2.000,16000,pcm16,0,1,1
mouth_inhale_012.wav,mouth_inhale\mouth_inhale_012.wav,i2s_mouth_session,mouth,mouth_inhale,train,12,66.250,68.250,2.000,16000,pcm16,0,1,1
mouth_exhale_012.wav,mouth_exhale\mouth_exhale_012.wav,i2s_mouth_session,mouth,mouth_exhale,train,12,69.250,71.250,2.000,16000,pcm16,0,1,1
mouth_inhale_013.wav,mouth_inhale\mouth_inhale_013.wav,i2s_mouth_session,mouth,mouth_inhale,train,13,72.250,74.250,2.000,16000,pcm16,0,1,1
mouth_exhale_013.wav,mouth_exhale\mouth_exhale_013.wav,i2s_mouth_session,mouth,mouth_exhale,train,13,75.250,77.250,2.000,16000,pcm16,0,1,1
mouth_inhale_014.wav,mouth_inhale\mouth_inhale_014.wav,i2s_mouth_session,mouth,mouth_inhale,train,14,78.250,80.250,2.000,16000,pcm16,0,1,1
mouth_exhale_014.wav,mouth_exhale\mouth_exhale_014.wav,i2s_mouth_session,mouth,mouth_exhale,train,14,81.250,83.250,2.000,16000,pcm16,0,1,1
mouth_inhale_015.wav,mouth_inhale\mouth_inhale_015.wav,i2s_mouth_session,mouth,mouth_inhale,test,15,84.250,86.250,2.000,16000,pcm16,0,1,1
mouth_exhale_015.wav,mouth_exhale\mouth_exhale_015.wav,i2s_mouth_session,mouth,mouth_exhale,test,15,87.250,89.250,2.000,16000,pcm16,0,1,1
mouth_inhale_016.wav,mouth_inhale\mouth_inhale_016.wav,i2s_mouth_session,mouth,mouth_inhale,train,16,90.250,92.250,2.000,16000,pcm16,0,1,1
mouth_exhale_016.wav,mouth_exhale\mouth_exhale_016.wav,i2s_mouth_session,mouth,mouth_exhale,train,16,93.250,95.250,2.000,16000,pcm16,0,1,1
mouth_inhale_017.wav,mouth_inhale\mouth_inhale_017.wav,i2s_mouth_session,mouth,mouth_inhale,train,17,96.250,98.250,2.000,16000,pcm16,0,1,1
mouth_exhale_017.wav,mouth_exhale\mouth_exhale_017.wav,i2s_mouth_session,mouth,mouth_exhale,train,17,99.250,101.250,2.000,16000,pcm16,0,1,1
mouth_inhale_018.wav,mouth_inhale\mouth_inhale_018.wav,i2s_mouth_session,mouth,mouth_inhale,train,18,102.250,104.250,2.000,16000,pcm16,0,1,1
mouth_exhale_018.wav,mouth_exhale\mouth_exhale_018.wav,i2s_mouth_session,mouth,mouth_exhale,train,18,105.250,107.250,2.000,16000,pcm16,0,1,1
mouth_inhale_019.wav,mouth_inhale\mouth_inhale_019.wav,i2s_mouth_session,mouth,mouth_inhale,train,19,108.250,110.250,2.000,16000,pcm16,0,1,1
mouth_exhale_019.wav,mouth_exhale\mouth_exhale_019.wav,i2s_mouth_session,mouth,mouth_exhale,train,19,111.250,113.250,2.000,16000,pcm16,0,1,1
mouth_inhale_020.wav,mouth_inhale\mouth_inhale_020.wav,i2s_mouth_session,mouth,mouth_inhale,test,20,114.250,116.250,2.000,16000,pcm16,0,1,1
mouth_exhale_020.wav,mouth_exhale\mouth_exhale_020.wav,i2s_mouth_session,mouth,mouth_exhale,test,20,117.250,119.250,2.000,16000,pcm16,0,1,1
noise_009.wav,noise\noise_009.wav,i2s_noise_session,noise,noise,train,1,0.000,5.000,5.000,16000,pcm16,0,1,1
noise_010.wav,noise\noise_010.wav,i2s_noise_session,noise,noise,test,2,5.000,10.000,5.000,16000,pcm16,0,1,1
noise_011.wav,noise\noise_011.wav,i2s_noise_session,noise,noise,train,3,10.000,15.000,5.000,16000,pcm16,0,1,1
noise_012.wav,noise\noise_012.wav,i2s_noise_session,noise,noise,train,4,15.000,20.000,5.000,16000,pcm16,0,1,1
noise_013.wav,noise\noise_013.wav,i2s_noise_session,noise,noise,train,5,20.000,25.000,5.000,16000,pcm16,0,1,1
noise_014.wav,noise\noise_014.wav,i2s_noise_session,noise,noise,train,6,25.000,30.000,5.000,16000,pcm16,0,1,1
noise_015.wav,noise\noise_015.wav,i2s_noise_session,noise,noise,test,7,30.000,35.000,5.000,16000,pcm16,0,1,1
noise_016.wav,noise\noise_016.wav,i2s_noise_session,noise,noise,train,8,35.000,40.000,5.000,16000,pcm16,0,1,1
noise_017.wav,noise\noise_017.wav,i2s_noise_session,noise,noise,train,9,40.000,45.000,5.000,16000,pcm16,0,1,1
noise_018.wav,noise\noise_018.wav,i2s_noise_session,noise,noise,train,10,45.000,50.000,5.000,16000,pcm16,0,1,1
noise_019.wav,noise\noise_019.wav,i2s_noise_session,noise,noise,train,1,0.000,5.000,5.000,16000,pcm16,0,1,1
noise_020.wav,noise\noise_020.wav,i2s_noise_session,noise,noise,test,2,5.000,10.000,5.000,16000,pcm16,0,1,1
noise_021.wav,noise\noise_021.wav,i2s_noise_session,noise,noise,train,3,10.000,15.000,5.000,16000,pcm16,0,1,1
noise_022.wav,noise\noise_022.wav,i2s_noise_session,noise,noise,train,4,15.000,20.000,5.000,16000,pcm16,0,1,1
noise_023.wav,noise\noise_023.wav,i2s_noise_session,noise,noise,train,5,20.000,25.000,5.000,16000,pcm16,0,1,1
noise_024.wav,noise\noise_024.wav,i2s_noise_session,noise,noise,train,6,25.000,30.000,5.000,16000,pcm16,0,1,1
noise_025.wav,noise\noise_025.wav,i2s_noise_session,noise,noise,test,7,30.000,35.000,5.000,16000,pcm16,0,1,1
noise_026.wav,noise\noise_026.wav,i2s_noise_session,noise,noise,train,8,35.000,40.000,5.000,16000,pcm16,0,1,1
noise_027.wav,noise\noise_027.wav,i2s_noise_session,noise,noise,train,9,40.000,45.000,5.000,16000,pcm16,0,1,1
noise_028.wav,noise\noise_028.wav,i2s_noise_session,noise,noise,train,10,45.000,50.000,5.000,16000,pcm16,0,1,1
noise_029.wav,noise\noise_029.wav,i2s_noise_session,noise,noise,train,1,0.000,5.000,5.000,16000,pcm16,0,1,1
noise_030.wav,noise\noise_030.wav,i2s_noise_session,noise,noise,test,2,5.000,10.000,5.000,16000,pcm16,0,1,1
noise_031.wav,noise\noise_031.wav,i2s_noise_session,noise,noise,train,3,10.000,15.000,5.000,16000,pcm16,0,1,1
noise_032.wav,noise\noise_032.wav,i2s_noise_session,noise,noise,train,4,15.000,20.000,5.000,16000,pcm16,0,1,1
noise_033.wav,noise\noise_033.wav,i2s_noise_session,noise,noise,train,5,20.000,25.000,5.000,16000,pcm16,0,1,1
noise_034.wav,noise\noise_034.wav,i2s_noise_session,noise,noise,train,6,25.000,30.000,5.000,16000,pcm16,0,1,1
noise_035.wav,noise\noise_035.wav,i2s_noise_session,noise,noise,test,7,30.000,35.000,5.000,16000,pcm16,0,1,1
noise_036.wav,noise\noise_036.wav,i2s_noise_session,noise,noise,train,8,35.000,40.000,5.000,16000,pcm16,0,1,1
noise_037.wav,noise\noise_037.wav,i2s_noise_session,noise,noise,train,9,40.000,45.000,5.000,16000,pcm16,0,1,1
noise_038.wav,noise\noise_038.wav,i2s_noise_session,noise,noise,train,10,45.000,50.000,5.000,16000,pcm16,0,1,1
noise_039.wav,noise\noise_039.wav,i2s_noise_session,noise,noise,train,1,0.000,5.000,5.000,16000,pcm16,0,1,1
noise_040.wav,noise\noise_040.wav,i2s_noise_session,noise,noise,test,2,5.000,10.000,5.000,16000,pcm16,0,1,1
noise_041.wav,noise\noise_041.wav,i2s_noise_session,noise,noise,train,3,10.000,15.000,5.000,16000,pcm16,0,1,1
noise_042.wav,noise\noise_042.wav,i2s_noise_session,noise,noise,train,4,15.000,20.000,5.000,16000,pcm16,0,1,1
noise_043.wav,noise\noise_043.wav,i2s_noise_session,noise,noise,train,5,20.000,25.000,5.000,16000,pcm16,0,1,1
noise_044.wav,noise\noise_044.wav,i2s_noise_session,noise,noise,train,6,25.000,30.000,5.000,16000,pcm16,0,1,1
noise_045.wav,noise\noise_045.wav,i2s_noise_session,noise,noise,test,7,30.000,35.000,5.000,16000,pcm16,0,1,1
noise_046.wav,noise\noise_046.wav,i2s_noise_session,noise,noise,train,8,35.000,40.000,5.000,16000,pcm16,0,1,1
noise_047.wav,noise\noise_047.wav,i2s_noise_session,noise,noise,train,9,40.000,45.000,5.000,16000,pcm16,0,1,1
noise_048.wav,noise\noise_048.wav,i2s_noise_session,noise,noise,train,10,45.000,50.000,5.000,16000,pcm16,0,1,1
noise_049.wav,noise\noise_049.wav,i2s_noise_session,noise,noise,train,1,0.000,5.000,5.000,16000,pcm16,0,1,1
noise_050.wav,noise\noise_050.wav,i2s_noise_session,noise,noise,test,2,5.000,10.000,5.000,16000,pcm16,0,1,1
noise_051.wav,noise\noise_051.wav,i2s_noise_session,noise,noise,train,3,10.000,15.000,5.000,16000,pcm16,0,1,1
noise_052.wav,noise\noise_052.wav,i2s_noise_session,noise,noise,train,4,15.000,20.000,5.000,16000,pcm16,0,1,1
noise_053.wav,noise\noise_053.wav,i2s_noise_session,noise,noise,train,5,20.000,25.000,5.000,16000,pcm16,0,1,1
noise_054.wav,noise\noise_054.wav,i2s_noise_session,noise,noise,train,6,25.000,30.000,5.000,16000,pcm16,0,1,1
noise_055.wav,noise\noise_055.wav,i2s_noise_session,noise,noise,test,7,30.000,35.000,5.000,16000,pcm16,0,1,1
noise_056.wav,noise\noise_056.wav,i2s_noise_session,noise,noise,train,8,35.000,40.000,5.000,16000,pcm16,0,1,1
noise_057.wav,noise\noise_057.wav,i2s_noise_session,noise,noise,train,9,40.000,45.000,5.000,16000,pcm16,0,1,1
noise_058.wav,noise\noise_058.wav,i2s_noise_session,noise,noise,train,10,45.000,50.000,5.000,16000,pcm16,0,1,1
nasal_inhale_021.wav,nasal_inhale\nasal_inhale_021.wav,i2s_nasal_session,nasal,nasal_inhale,train,1,0.250,2.250,2.000,16000,pcm16,0,1,1
nasal_exhale_021.wav,nasal_exhale\nasal_exhale_021.wav,i2s_nasal_session,nasal,nasal_exhale,train,1,3.250,5.250,2.000,16000,pcm16,0,1,1
nasal_inhale_022.wav,nasal_inhale\nasal_inhale_022.wav,i2s_nasal_session,nasal,nasal_inhale,train,2,6.250,8.250,2.000,16000,pcm16,0,1,1
nasal_exhale_022.wav,nasal_exhale\nasal_exhale_022.wav,i2s_nasal_session,nasal,nasal_exhale,train,2,9.250,11.250,2.000,16000,pcm16,0,1,1
nasal_inhale_023.wav,nasal_inhale\nasal_inhale_023.wav,i2s_nasal_session,nasal,nasal_inhale,train,3,12.250,14.250,2.000,16000,pcm16,0,1,1
nasal_exhale_023.wav,nasal_exhale\nasal_exhale_023.wav,i2s_nasal_session,nasal,nasal_exhale,train,3,15.250,17.250,2.000,16000,pcm16,0,1,1
nasal_inhale_024.wav,nasal_inhale\nasal_inhale_024.wav,i2s_nasal_session,nasal,nasal_inhale,train,4,18.250,20.250,2.000,16000,pcm16,0,1,1
nasal_exhale_024.wav,nasal_exhale\nasal_exhale_024.wav,i2s_nasal_session,nasal,nasal_exhale,train,4,21.250,23.250,2.000,16000,pcm16,0,1,1
nasal_inhale_025.wav,nasal_inhale\nasal_inhale_025.wav,i2s_nasal_session,nasal,nasal_inhale,test,5,24.250,26.250,2.000,16000,pcm16,0,1,1
nasal_exhale_025.wav,nasal_exhale\nasal_exhale_025.wav,i2s_nasal_session,nasal,nasal_exhale,test,5,27.250,29.250,2.000,16000,pcm16,0,1,1
nasal_inhale_026.wav,nasal_inhale\nasal_inhale_026.wav,i2s_nasal_session,nasal,nasal_inhale,train,6,30.250,32.250,2.000,16000,pcm16,0,1,1
nasal_exhale_026.wav,nasal_exhale\nasal_exhale_026.wav,i2s_nasal_session,nasal,nasal_exhale,train,6,33.250,35.250,2.000,16000,pcm16,0,1,1
nasal_inhale_027.wav,nasal_inhale\nasal_inhale_027.wav,i2s_nasal_session,nasal,nasal_inhale,train,7,36.250,38.250,2.000,16000,pcm16,0,1,1
nasal_exhale_027.wav,nasal_exhale\nasal_exhale_027.wav,i2s_nasal_session,nasal,nasal_exhale,train,7,39.250,41.250,2.000,16000,pcm16,0,1,1
nasal_inhale_028.wav,nasal_inhale\nasal_inhale_028.wav,i2s_nasal_session,nasal,nasal_inhale,train,8,42.250,44.250,2.000,16000,pcm16,0,1,1
nasal_exhale_028.wav,nasal_exhale\nasal_exhale_028.wav,i2s_nasal_session,nasal,nasal_exhale,train,8,45.250,47.250,2.000,16000,pcm16,0,1,1
nasal_inhale_029.wav,nasal_inhale\nasal_inhale_029.wav,i2s_nasal_session,nasal,nasal_inhale,train,9,48.250,50.250,2.000,16000,pcm16,0,1,1
nasal_exhale_029.wav,nasal_exhale\nasal_exhale_029.wav,i2s_nasal_session,nasal,nasal_exhale,train,9,51.250,53.250,2.000,16000,pcm16,0,1,1
nasal_inhale_030.wav,nasal_inhale\nasal_inhale_030.wav,i2s_nasal_session,nasal,nasal_inhale,test,10,54.250,56.250,2.000,16000,pcm16,0,1,1
nasal_exhale_030.wav,nasal_exhale\nasal_exhale_030.wav,i2s_nasal_session,nasal,nasal_exhale,test,10,57.250,59.250,2.000,16000,pcm16,0,1,1
nasal_inhale_031.wav,nasal_inhale\nasal_inhale_031.wav,i2s_nasal_session,nasal,nasal_inhale,train,11,60.250,62.250,2.000,16000,pcm16,0,1,1
nasal_exhale_031.wav,nasal_exhale\nasal_exhale_031.wav,i2s_nasal_session,nasal,nasal_exhale,train,11,63.250,65.250,2.000,16000,pcm16,0,1,1
nasal_inhale_032.wav,nasal_inhale\nasal_inhale_032.wav,i2s_nasal_session,nasal,nasal_inhale,train,12,66.250,68.250,2.000,16000,pcm16,0,1,1
nasal_exhale_032.wav,nasal_exhale\nasal_exhale_032.wav,i2s_nasal_session,nasal,nasal_exhale,train,12,69.250,71.250,2.000,16000,pcm16,0,1,1
nasal_inhale_033.wav,nasal_inhale\nasal_inhale_033.wav,i2s_nasal_session,nasal,nasal_inhale,train,13,72.250,72.768,0.518,16000,pcm16,0,1,1
nasal_inhale_031.wav,nasal_inhale\nasal_inhale_031.wav,i2s_nasal_session,nasal,nasal_inhale,train,1,0.250,2.250,2.000,16000,pcm16,0,1,1
nasal_exhale_031.wav,nasal_exhale\nasal_exhale_031.wav,i2s_nasal_session,nasal,nasal_exhale,train,1,3.250,5.250,2.000,16000,pcm16,0,1,1
nasal_inhale_032.wav,nasal_inhale\nasal_inhale_032.wav,i2s_nasal_session,nasal,nasal_inhale,train,2,6.250,8.250,2.000,16000,pcm16,0,1,1
